data1
20703
20714
20728
20717
20692
20712
20705
20714
20714
20712
20726
20724
20724
20735
20736
20686
20722
20727
20705
20705
20709
20721
20718
20711
20691
20690
20717
20727
20727
20708
20692
20673
20681
20691
20666
20689
20708
20688
20677
20666
20681
20668
20647
20656
20638
20646
20623
20642
20653
20666
20669
20676
20665
20687
20721
20772
20731
20733
20753
20773
20767
20776
20791
20773
20773
20737
20767
20777
20782
20783
20804
20809
20786
20787
20783
20796
20813
20824
20822
20816
20804
20818
20805
20789
20784
20791
20801
20796
20795
20753
20756
20741
20742
20741
20727
20727
20730
20735
20741
20742
20739
20683
20713
20743
20737
20765
20766
20768
20732
20724
20721
20711
20670
20653
20695
20744
20727
20731
20769
20758
20837
20834
20873
20848
20822
20690
20701
20649
20602
20649
20560
20510
20510
20561
20609
20574
20537
20484
20473
20523
20549
20619
20621
20587
20588
20533
20573
20600
20583
20539
20543
20588
20568
20578
20611
20594
20575
20546
20530
20485
20487
20495
20499
20495
20513
20503
20494
20453
20469
20453
20485
20479
20491
20518
20520
20517
20507
20540
20492
20478
20441
20438
20407
20446
20494
20598
20593
20613
20652
20630
20642
20685
20698
20719
20772
20731
20716
20662
20724
20658
20707
20683
20631
20721
20703
20750
20809
20758
20806
20828
20920
20934
20913
21075
20973
20944
20995
20909
20950
20971
20904
20785
20820
20839
20864
20855
20811
20895
20885
20929
20919
20927
20920
20930
20914
20914
20909
20882
20933
20951
20947
20947
20984
20959
20947
20935
20933
20935
20931
20952
20954
20945
20980
20968
20940
20942
20947
20933
20943
20920
20905
20980
21019
20991
21010
20970
20963
20976
20988
20999
21000
21007
20987
20976
20968
20971
20992
20983
21009
21038
21026
21017
21042
21063
21073
21079
21122
21163
21174
21165
21180
21167
21173
21154
21155
21160
21150
21150
21146
21139
21144
21134
21138
21139
21131
21129
21145
21143
21130
21130
21114
21116
21137
21133
21147
21150
21141
21142
21114
21104
21101
21075
21077
21087
21064
21094
21075
21087
21070
21060
21076
21075
21068
21085
21082
21075
21050
21080
21119
21137
21132
21136
21135
21144
21145
21142
21154
21155
21175
21169
21179
21191
21202
21203
21216
21246
21249
21243
21235
21225
21219
21219
21239
21244
21234
21239
21210
21185
21198
21197
21177
21190
21192
21169
21191
21182
21185
21176
21185
21171
21182
21181
21196
21201
21209
21214
21218
21215
21218
21196
21203
21191
21184
21182
21189
21190
21158
21168
21160
21189
21183
21237
21219
21209
21221
21211
21252
21224
21191
21216
21239
21178
21230
21349
21364
21340
21329
21323
21201
21259
21236
21222
21149
21203
21217
21171
21148
21126
21117
21070
21060
21034
21045
21026
21108
21133
21115
21118
21101
21087
21083
21127
21088
21046
21060
21110
21116
21162
21158
21165
21168
21146
21174
21252
21243
21277
21251
21275
21283
21277
21292
21251
21321
21340
21333
21372
21357
21445
21412
21428
21459
21415
21557
21476
21516
21506
21505
21506
21562
21533
21499
21531
21507
21487
21513
21517
21595
21650
21657
21624
21598
21492
21470
21598
21587
21587
21604
21631
21627
21663
21691
21680
21652
21666
21722
21731
21675
21640
21613
21548
21511
21540
21512
21510
21506
21572
21531
21526
21506
21472
21515
21485
21445
21416
21440
21458
21470
21490
21481
21480
21452
21471
21463
21458
21399
21359
21351
21371
21381
21393
21401
21388
21372
21374
21395
21422
21421
21431
21409
21384
21396
21415
21426
21427
21417
21415
21427
21416
21439
21456
21462
21456
21482
21481
21460
21411
21432
21408
21458
21436
21452
21465
21479
21489
21489
21483
21487
21461
21464
21469
21468
21422
21428
21432
21456
21453
21463
21453
21454
21433
21428
21454
21441
21451
21466
21468
21494
21490
21478
21479
21463
21455
21443
21458
21454
21446
21411
21420
21448
21454
21492
21508
21503
21517
21522
21508
21498
21509
21475
21480
21472
21500
21487
21449
21449
21443
21448
21454
21439
21423
21412
21393
21412
21423
21427
21432
21427
21404
21421
21440
21449
21440
21435
21440
21440
21433
21434
21432
21426
21422
21434
21451
21455
21444
21415
21429
21436
21450
21447
21450
21458
21470
21459
21462
21422
21428
21434
21433
21429
21440
21435
21424
21422
21431
21442
21440
21502
21511
21517
21524
21551
21563
21567
21573
21556
21529
21544
21564
21554
21565
21545
21555
21563
21530
21566
21581
21571
21578
21562
21567
21534
21524
21530
21524
21631
21575
21592
21640
21595
21608
21580
21615
21608
21642
21645
21685
21669
21659
21636
21665
21618
21677
21693
21697
21673
21697
21708
21636
21661
21576
21623
21645
21726
21721
21765
21763
21754
21740
21714
21724
21678
21702
21698
21701
21729
21749
21729
21709
21685
21664
21651
21720
21715
21717
21675
21694
21644
21645
21612
21597
21587
21608
21570
21592
21563
21538
21564
21574
21626
21557
21396
21344
21458
21483
21482
21568
21602
21618
21578
21674
21688
21698
21664
21617
21564
21614
21619
21569
21499
21462
21468
21479
21486
21524
21425
21375
21408
21418
21452
21428
21368
21372
21371
21369
21383
21394
21417
21429
21412
21442
21413
21424
21432
21457
21493
21495
21442
21438
21437
21437
21417
21434
21442
21475
21478
21493
21514
21498
21486
21483
21473
21419
21407
21447
21438
21413
21408
21399
21393
21356
21360
21359
21353
21375
21383
21394
21374
21383
21367
21362
21343
21278
21238
21212
21204
21275
21265
21258
21247
21232
21229
21217
21230
21231
21238
21242
21263
21280
21277
21300
21300
21255
21262
21270
21245
21232
21240
21234
21224
21283
21216
21208
21223
21230
21245
21246
21257
21261
21269
21296
21299
21279
21286
21268
