Date,Adj Close,Open,High,Low,Close,Volume
2010-03-24,1789.66,2984.0,2998.0,2969.5,2986.0,2480017
2010-03-25,1804.64,2992.5,3024.0,2984.5,3011.0,3135386
2010-03-26,1794.45,3010.0,3011.0,2978.5,2994.0,2836202
2010-03-29,1786.06,2989.0,2995.5,2956.5,2980.0,2953906
2010-03-30,1762.99,2980.0,2991.0,2930.0,2941.5,3484972
2010-03-31,1761.49,2939.0,2954.0,2924.0,2939.0,3882408
2010-04-01,1765.68,2938.5,2955.0,2923.5,2946.0,1970491
2010-04-06,1749.8,2951.0,2954.0,2910.0,2919.5,2937938
2010-04-07,1769.28,2912.0,2952.0,2909.0,2952.0,3189371
2010-04-08,1758.49,2972.5,2972.5,2920.0,2934.0,2894723
2010-04-09,1752.5,2936.5,2938.5,2917.0,2924.0,2772444
2010-04-12,1758.49,2935.5,2942.0,2921.0,2934.0,1670007
2010-04-13,1760.89,2942.0,2952.5,2929.5,2938.0,1791279
2010-04-14,1744.11,2945.0,2952.5,2910.0,2910.0,2379851
2010-04-15,1755.19,2911.5,2930.0,2903.0,2928.5,2241822
2010-04-16,1757.29,2925.0,2937.5,2915.5,2932.0,4354640
2010-04-19,1763.88,2949.0,2964.0,2926.5,2943.0,2965613
2010-04-20,1781.27,2956.0,2981.0,2943.5,2972.0,3260687
2010-04-21,1764.18,2974.5,2979.5,2939.0,2943.5,3600505
2010-04-22,1741.11,2936.5,2954.0,2901.0,2905.0,4103337
2010-04-23,1741.41,2919.0,2919.0,2894.5,2905.5,3343334
2010-04-26,1738.71,2920.5,2920.5,2900.0,2901.0,2270016
2010-04-27,1702.15,2900.0,2906.5,2840.0,2840.0,5428098
2010-04-28,1700.65,2835.5,2859.0,2805.5,2837.5,3730045
2010-04-29,1736.31,2865.0,2947.0,2848.5,2897.0,7129332
2010-04-30,1731.52,2894.0,2920.0,2860.5,2889.0,4558327
2010-05-04,1744.11,2889.0,2930.5,2882.0,2910.0,4015213
2010-05-05,1709.34,2900.0,2907.5,2847.5,2852.0,4853811
2010-05-06,1689.56,2831.5,2855.5,2806.0,2819.0,4311901
2010-05-07,1661.4,2765.0,2848.0,2750.0,2772.0,8829138
2010-05-10,1708.14,2795.0,2860.5,2776.5,2850.0,5131854
2010-05-11,1709.04,2836.5,2873.5,2813.0,2851.5,3436852
2010-05-12,1732.72,2839.5,2896.5,2818.0,2891.0,2698909
2010-05-13,1758.49,2912.0,2935.0,2902.5,2934.0,3155297
2010-05-14,1725.83,2938.5,2940.5,2870.0,2879.5,3322484
2010-05-17,1741.41,2883.5,2924.0,2867.0,2905.5,3258809
2010-05-18,1746.2,2924.0,2928.5,2888.5,2913.5,3297495
2010-05-19,1739.91,2900.0,2925.5,2890.0,2903.0,4062412
2010-05-20,1712.04,2926.5,2933.5,2841.0,2856.5,5181086
2010-05-21,1704.25,2840.0,2864.0,2802.5,2843.5,6993158
2010-05-24,1725.53,2854.0,2881.0,2842.5,2879.0,3802603
2010-05-25,1686.27,2823.5,2858.5,2810.0,2813.5,7368627
2010-05-26,1690.46,2837.5,2845.5,2806.5,2820.5,6015686
2010-05-27,1714.14,2850.0,2861.5,2825.5,2860.0,3619621
2010-05-28,1739.01,2866.0,2915.5,2859.0,2901.5,5542417
2010-06-01,1740.81,2900.0,2904.5,2866.0,2904.5,3575418
2010-06-02,1763.88,2881.5,2944.0,2873.0,2943.0,4477045
2010-06-03,1784.26,2950.5,2998.5,2947.5,2977.0,3978098
2010-06-04,1768.08,2970.5,2985.5,2936.5,2950.0,4275053
2010-06-07,1752.8,2916.0,2945.5,2892.0,2924.5,3252287
2010-06-08,1751.0,2935.0,2936.0,2900.0,2921.5,3845383
2010-06-09,1765.38,2928.5,2945.5,2913.0,2945.5,2082818
2010-06-10,1791.45,2931.5,2991.0,2929.0,2989.0,3389322
2010-06-11,1831.61,3004.5,3056.0,2989.0,3056.0,5432648
2010-06-14,1832.21,3078.5,3090.0,3045.5,3057.0,3082915
2010-06-15,1845.4,3036.5,3095.5,3036.5,3079.0,4068837
2010-06-16,1847.79,3095.0,3095.0,3045.0,3083.0,3456785
2010-06-17,1847.19,3081.0,3097.0,3064.5,3082.0,2811598
2010-06-18,1838.8,3077.5,3086.0,3039.5,3068.0,8907870
2010-06-21,1824.42,3100.0,3100.0,3029.0,3044.0,2615218
2010-06-22,1826.82,3020.0,3064.5,3020.0,3048.0,2907027
2010-06-23,1795.95,3028.5,3036.5,2984.0,2996.5,2468439
2010-06-24,1796.25,3011.5,3014.5,2958.5,2997.0,3612978
2010-06-25,1777.67,3001.0,3016.0,2955.5,2966.0,2211986
2010-06-28,1774.97,2976.5,2993.5,2944.5,2961.5,2794251
2010-06-29,1766.28,2969.5,2976.0,2933.0,2947.0,3283590
2010-06-30,1899.34,3215.0,3262.0,3155.0,3169.0,15730440
2010-07-01,1853.79,3130.5,3183.5,3082.5,3093.0,5788718
2010-07-02,1851.09,3099.5,3110.0,3060.5,3088.5,3634370
2010-07-05,1828.91,3081.0,3090.0,3049.0,3051.5,1515272
2010-07-06,1883.75,3060.0,3143.0,3034.0,3143.0,3200914
2010-07-07,1869.37,3127.0,3139.5,3108.0,3119.0,4226919
2010-07-08,1908.33,3140.0,3184.0,3132.0,3184.0,3318941
2010-07-09,1931.1,3191.5,3232.0,3173.0,3222.0,3586308
2010-07-12,1939.79,3221.5,3250.0,3220.0,3236.5,1926559
2010-07-13,1959.87,3231.5,3275.0,3227.5,3270.0,2557130
2010-07-14,1960.47,3261.0,3274.0,3240.5,3271.0,3172195
2010-07-15,1941.89,3252.0,3277.5,3233.5,3240.0,3468239
2010-07-16,1921.81,3255.0,3259.5,3203.0,3206.5,3643757
2010-07-19,1927.81,3187.0,3237.0,3180.5,3216.5,1843783
2010-07-20,1919.12,3216.0,3233.5,3193.0,3202.0,2478411
2010-07-21,1909.23,3216.0,3227.0,3180.5,3185.5,2965062
2010-07-22,1931.7,3183.5,3237.0,3158.5,3223.0,2818702
2010-07-23,1885.85,3207.5,3216.0,3138.5,3146.5,4310013
2010-07-26,1873.57,3147.5,3150.0,3090.0,3126.0,3408871
2010-07-27,1911.32,3225.0,3238.0,3187.0,3189.0,4936802
2010-07-28,1919.42,3194.0,3229.0,3173.0,3202.5,3302318
2010-07-29,1971.26,3350.0,3376.0,3289.0,3289.0,6485286
2010-07-30,1940.69,3200.0,3265.5,3200.0,3238.0,3707748
2010-08-02,1953.28,3248.5,3263.0,3216.0,3259.0,2807764
2010-08-03,1967.06,3242.5,3282.0,3235.0,3282.0,2584680
2010-08-04,1967.31,3248.0,3255.0,3230.5,3237.5,3636133
2010-08-05,1986.45,3247.5,3270.5,3241.0,3269.0,2621045
2010-08-06,1977.94,3281.5,3293.5,3241.5,3255.0,1876232
2010-08-09,2008.32,3275.0,3307.0,3258.5,3305.0,1765525
2010-08-10,2034.45,3297.5,3356.5,3294.5,3348.0,3075244
2010-08-11,1989.18,3340.0,3340.0,3273.5,3273.5,2754613
2010-08-12,2002.55,3266.0,3303.0,3258.0,3295.5,2536508
2010-08-13,2002.25,3297.0,3310.5,3270.5,3295.0,2675924
2010-08-16,2009.24,3284.5,3309.0,3273.5,3306.5,1956633
2010-08-17,2015.92,3302.5,3329.5,3301.0,3317.5,1733189
2010-08-18,1994.35,3306.0,3324.0,3282.0,3282.0,2713195
2010-08-19,1975.21,3293.0,3296.0,3240.0,3250.5,2321448
2010-08-20,1973.38,3249.0,3261.5,3237.5,3247.5,2748364
2010-08-23,2002.25,3261.0,3300.0,3243.5,3295.0,2019709
2010-08-24,1964.88,3276.0,3285.0,3217.0,3233.5,2687281
2010-08-25,1962.75,3215.0,3242.5,3202.5,3230.0,3402467
2010-08-26,1954.55,3233.5,3241.5,3200.0,3216.5,2133437
2010-08-27,1969.43,3211.5,3247.0,3208.0,3241.0,2492903
2010-08-31,1961.53,3201.5,3235.0,3184.5,3228.0,4233181
2010-09-01,1996.17,3238.5,3293.5,3229.0,3285.0,2320261
2010-09-02,1993.13,3277.5,3290.0,3263.0,3280.0,1938765
2010-09-03,2011.67,3285.5,3328.0,3282.5,3310.5,1598323
2010-09-06,2029.59,3300.5,3353.0,3298.0,3340.0,1417362
2010-09-07,2029.29,3345.0,3345.0,3326.0,3339.5,1608878
2010-09-08,2025.64,3326.0,3350.0,3312.0,3333.5,1721051
2010-09-09,2026.55,3328.0,3350.0,3313.5,3335.0,1822116
2010-09-10,2053.59,3330.0,3381.5,3330.0,3379.5,2083417
2010-09-13,2047.52,3380.0,3388.0,3365.5,3369.5,1603792
2010-09-14,2056.94,3366.5,3389.5,3363.0,3385.0,2053027
2010-09-15,2034.45,3340.0,3368.5,3332.5,3348.0,3339616
2010-09-16,2036.88,3354.0,3379.5,3343.0,3352.0,1893202
2010-09-17,2021.39,3355.5,3389.0,3326.5,3326.5,3952875
2010-09-20,2032.63,3329.0,3347.0,3322.5,3345.0,1885721
2010-09-21,2034.76,3326.5,3367.5,3326.5,3348.5,1936891
2010-09-22,2035.06,3357.5,3360.5,3321.0,3349.0,1876821
2010-09-23,2012.27,3366.5,3371.5,3275.5,3311.5,3022650
2010-09-24,2025.95,3293.5,3339.0,3293.5,3334.0,2357309
2010-09-27,1993.13,3316.0,3324.0,3276.0,3280.0,2560420
2010-09-28,2005.29,3271.5,3300.0,3239.0,3300.0,2730277
2010-09-29,1967.31,3288.0,3303.0,3234.5,3237.5,3111887
2010-09-30,1964.88,3236.0,3283.5,3229.0,3233.5,3010254
2010-10-01,1957.89,3232.5,3252.0,3211.0,3222.0,2440113
2010-10-04,1951.81,3226.0,3229.0,3195.5,3212.0,1409258
2010-10-05,1970.35,3216.5,3256.5,3198.0,3242.5,2376155
2010-10-06,1966.4,3261.0,3270.5,3224.5,3236.0,2180726
2010-10-07,1992.52,3249.0,3279.0,3241.5,3279.0,2709312
2010-10-08,1989.18,3280.0,3294.0,3246.0,3273.5,1377827
2010-10-11,2001.94,3281.0,3301.0,3276.0,3294.5,1325526
2010-10-12,2017.74,3290.0,3330.5,3253.5,3320.5,2400482
2010-10-13,2029.59,3338.0,3362.5,3334.0,3340.0,2220040
2010-10-14,2028.07,3333.5,3342.0,3316.5,3337.5,2040250
2010-10-15,2018.96,3349.5,3349.5,3297.5,3322.5,2779171
2010-10-18,2041.14,3320.5,3364.0,3309.0,3359.0,1737859
2010-10-19,2012.88,3343.5,3345.5,3306.5,3312.5,2548090
2010-10-20,2025.95,3299.0,3335.5,3291.0,3334.0,1632058
2010-10-21,2006.8,3322.5,3350.0,3298.5,3302.5,2919492
2010-10-22,2007.72,3307.0,3311.0,3271.0,3304.0,2422141
2010-10-25,2005.29,3327.5,3329.0,3296.5,3300.0,2030228
2010-10-26,1982.8,3289.0,3311.5,3256.5,3263.0,1942895
2010-10-27,1972.17,3274.5,3288.0,3226.0,3245.5,3080432
2010-10-28,1907.76,3226.0,3226.0,3098.5,3139.5,5041251
2010-10-29,1901.68,3140.5,3147.5,3122.5,3129.5,3711425
2010-11-01,1891.04,3150.0,3167.0,3105.0,3112.0,2530253
2010-11-02,1910.49,3113.0,3155.0,3108.0,3144.0,2147393
2010-11-03,1891.04,3145.0,3148.5,3102.5,3112.0,2593090
2010-11-04,1866.13,3130.0,3131.0,3059.0,3071.0,4130819
2010-11-05,1878.59,3071.0,3102.5,3068.5,3091.5,4081944
2010-11-08,1869.78,3089.5,3096.0,3075.0,3077.0,1849879
2010-11-09,1879.5,3078.0,3107.5,3067.5,3093.0,2554360
2010-11-10,1862.18,3086.0,3092.5,3058.5,3064.5,2661747
2010-11-11,1843.34,3064.0,3072.0,3033.5,3033.5,2398590
2010-11-12,1845.17,3010.5,3048.5,2864.0,3036.5,3063417
2010-11-15,1832.71,3029.5,3032.5,2996.0,3016.0,2343527
2010-11-16,1840.0,3010.0,3057.5,3010.0,3028.0,3273004
2010-11-17,1845.77,3031.5,3066.0,3015.5,3037.5,2796719
2010-11-18,1860.97,3041.5,3064.5,3029.0,3062.5,2609881
2010-11-19,1858.23,3071.5,3071.5,3040.5,3058.0,2273116
2010-11-22,1856.41,3075.0,3096.0,3048.5,3055.0,1617170
2010-11-23,1829.06,3035.0,3049.0,3010.0,3010.0,2154947
2010-11-24,1850.03,3014.5,3049.5,3000.5,3044.5,2209483
2010-11-25,1852.46,3046.0,3055.0,3024.0,3048.5,1417699
2010-11-26,1867.35,3032.5,3082.0,3021.5,3073.0,1945893
2010-11-29,1836.96,3088.5,3096.0,3023.0,3023.0,2674330
2010-11-30,1820.25,3024.0,3053.0,2994.0,2995.5,4007121
2010-12-01,1844.26,3011.0,3048.0,3004.0,3035.0,2723249
2010-12-02,1861.88,3036.5,3064.0,3006.5,3064.0,2743853
2010-12-03,1851.24,3061.5,3073.5,3032.5,3046.5,1929007
2010-12-06,1843.65,3058.0,3061.5,3017.5,3034.0,1732607
2010-12-07,1839.7,3009.0,3053.5,3001.0,3027.5,2897800
2010-12-08,1849.72,3021.5,3044.5,3020.0,3044.0,1837609
2010-12-09,1833.32,3054.0,3056.0,3014.0,3017.0,1646013
2010-12-10,1829.37,3017.5,3031.5,3002.0,3010.5,1703865
2010-12-13,1854.28,3018.5,3058.0,3012.0,3051.5,2160708
2010-12-14,1888.01,3064.5,3107.0,3063.5,3107.0,3154337
2010-12-15,1913.53,3110.5,3159.5,3101.0,3149.0,3755343
2010-12-16,1915.96,3159.0,3174.0,3151.0,3153.0,3602183
2010-12-17,1787.13,3010.0,3033.5,2941.0,2941.0,16277714
2010-12-20,1785.01,2958.5,2975.0,2937.5,2937.5,4170217
2010-12-21,1794.73,2928.5,2955.0,2928.5,2953.5,2536196
2010-12-22,1795.64,2949.0,2966.5,2945.0,2955.0,2069731
2010-12-23,1807.19,2954.5,2986.5,2954.0,2974.0,1310252
2010-12-24,1815.69,2957.0,2988.0,2957.0,2988.0,408628
2010-12-29,1807.79,2988.0,2999.5,2967.0,2975.0,1934220
2010-12-30,1802.33,2969.5,2986.5,2966.0,2966.0,1182219
2010-12-31,1775.59,2962.0,2981.0,2922.0,2922.0,1021292
2011-01-04,1816.91,2990.0,2995.0,2967.5,2990.0,3233846
2011-01-05,1828.46,2985.5,3009.0,2966.5,3009.0,3635958
2011-01-06,1838.79,3022.0,3042.5,3011.5,3026.0,3261142
2011-01-07,1816.3,3020.0,3020.0,2989.0,2989.0,2871421
2011-01-10,1802.33,2999.5,3010.0,2965.5,2966.0,2018944
2011-01-11,1822.99,2984.0,3015.0,2976.5,3000.0,2235472
2011-01-12,1831.49,3013.0,3024.5,2999.5,3014.0,2485440
2011-01-13,1819.95,3018.0,3025.5,2990.0,2995.0,2456776
2011-01-14,1816.91,3003.5,3016.0,2965.0,2990.0,2041905
2011-01-17,1809.92,2990.0,3017.5,2967.0,2978.5,2358465
2011-01-18,1826.33,2975.5,3005.5,2964.5,3005.5,2082235
2011-01-19,1810.23,3013.0,3025.0,2976.0,2979.0,2639133
2011-01-20,1775.89,2978.0,2978.0,2922.5,2922.5,2564734
2011-01-21,1800.81,2958.0,2971.0,2934.0,2963.5,2365290
2011-01-24,1842.43,2987.0,3033.5,2981.0,3032.0,2926738
2011-01-25,1840.61,3023.5,3044.0,3018.5,3029.0,1960541
2011-01-26,1867.65,3034.5,3076.5,3031.0,3073.5,3131706
2011-01-27,1848.51,3099.0,3145.0,3042.0,3042.0,5791417
2011-01-28,1848.81,3037.0,3077.5,3028.5,3042.5,4055167
2011-01-31,1841.52,3040.5,3062.5,3017.5,3030.5,3471144
2011-02-01,1842.13,3047.0,3054.5,3019.5,3031.5,2487385
2011-02-02,1862.79,2933.0,2950.0,2912.5,2947.5,3459990
2011-02-03,1872.59,2950.5,2975.0,2935.5,2963.0,3288605
2011-02-04,1853.63,2950.0,2968.5,2931.5,2933.0,2134947
2011-02-07,1868.8,2929.0,2963.5,2926.0,2957.0,1805338
2011-02-08,1907.35,2958.0,3025.0,2948.0,3018.0,3044884
2011-02-09,1917.78,3035.0,3038.0,3009.0,3034.5,2578833
2011-02-10,1912.72,3039.5,3039.5,2996.5,3026.5,1831612
2011-02-11,1908.93,3015.5,3031.0,2993.5,3020.5,1309989
2011-02-14,1898.5,3013.0,3023.0,2998.0,3004.0,155810
2011-02-15,1900.08,3007.0,3030.15,2992.5,3006.5,2152631
2011-02-16,1918.09,3039.0,3048.5,3016.5,3035.0,1915406
2011-02-17,1911.77,3038.0,3050.6,3012.0,3025.0,2298995
2011-02-18,1917.15,3028.0,3035.0,3014.5,3033.5,2302006
2011-02-21,1912.72,3038.5,3044.5,3019.5,3026.5,1679877
2011-02-22,1901.98,3025.0,3031.0,2982.5,3009.5,1924693
2011-02-23,1881.12,3008.0,3017.5,2965.5,2976.5,2049987
2011-02-24,1861.21,2947.5,2961.0,2927.5,2945.0,3739516
2011-02-25,1870.69,2952.5,2971.0,2932.5,2960.0,1380241
2011-02-28,1893.45,2952.5,3005.0,2940.5,2996.0,3350250
2011-03-01,1883.65,3033.0,3033.0,2973.0,2980.5,1958635
2011-03-02,1865.32,2956.0,3068.2,2935.0,2951.5,2110446
2011-03-03,1870.06,2955.5,2973.5,2940.5,2959.0,1902910
2011-03-04,1887.44,2972.0,3004.0,2962.5,2986.5,1827545
2011-03-07,1883.33,2981.5,3000.48,2968.5,2980.0,1430355
2011-03-08,1877.65,2977.0,2984.0,2948.5,2971.0,2180369
2011-03-09,1877.65,2977.5,2984.0,2964.0,2971.0,1686036
2011-03-10,1880.81,2956.0,2983.5,2953.5,2976.0,2501444
2011-03-11,1863.74,2956.5,2971.5,2940.95,2949.0,2027008
2011-03-14,1836.88,2943.5,2954.0,2905.5,2906.5,2226394
2011-03-15,1803.7,2863.5,2885.0,2814.0,2854.0,3695434
2011-03-16,1770.52,2853.5,2853.5,2801.5,2801.5,5092386
2011-03-17,1794.54,2833.0,2840.5,2788.5,2839.5,3018415
2011-03-18,1787.27,2843.0,2852.5,2812.5,2828.0,6661727
2011-03-21,1804.02,2837.0,2856.5,2821.0,2854.5,2477444
2011-03-22,1800.23,2850.5,2869.5,2840.0,2848.5,2466865
2011-03-23,1791.06,2834.0,2864.0,2811.5,2834.0,2328645
2011-03-24,1800.86,2823.5,2857.0,2809.69,2849.5,2036692
2011-03-25,1816.34,2867.0,2879.0,2842.0,2874.0,2025542
2011-03-28,1815.39,2917.5,2922.5,2872.5,2872.5,2457043
2011-03-29,1810.02,2856.0,2875.5,2848.5,2864.0,2071685
2011-03-30,1832.77,2855.5,2903.0,2855.5,2900.0,1821095
2011-03-31,1809.39,2890.0,2904.5,2863.0,2863.0,3240664
2011-04-01,1829.62,2880.0,2900.0,2865.5,2895.0,2285494
2011-04-04,1829.62,2894.0,2904.0,2873.5,2895.0,1568356
2011-04-05,1836.88,2899.5,2911.5,2893.5,2906.5,1435850
2011-04-06,1850.15,2906.0,2938.6,2892.0,2927.5,2024285
2011-04-07,1852.37,2923.0,2951.5,2922.0,2931.0,1913254
2011-04-08,1864.06,2930.0,2959.0,2927.5,2949.5,2072702
2011-04-11,1874.8,2961.0,2981.0,2952.0,2966.5,2561652
2011-04-12,1884.6,2970.0,3000.0,2960.0,2982.0,2488376
2011-04-13,1904.19,2979.5,3017.52,2979.5,3013.0,2395905
2011-04-14,1884.91,3002.0,3006.93,2973.5,2982.5,1878425
2011-04-15,1905.77,2984.5,3021.5,2984.5,3015.5,2131742
2011-04-18,1865.95,3017.5,3020.5,2952.5,2952.5,3948226
2011-04-19,1877.65,2966.5,2985.5,2953.0,2971.0,2263852
2011-04-20,1918.09,2993.5,3056.0,2990.5,3035.0,3152593
2011-04-21,1913.04,3036.5,3049.0,3015.0,3027.0,1754547
2011-04-26,1938.95,3039.0,3068.31,3016.5,3068.0,2275129
2011-04-27,1957.59,3068.0,3104.0,3061.0,3097.5,2536188
2011-04-28,1889.65,3020.0,3062.0,2973.31,2990.0,5096369
2011-04-29,1889.65,2990.0,2990.0,2990.0,2990.0,0
2011-05-03,1935.16,2998.0,3065.02,2997.5,3062.0,3383905
2011-05-04,1947.17,3050.0,3095.5,3045.0,3081.0,3243940
2011-05-05,1947.17,3092.0,3095.5,3062.02,3081.0,2965846
2011-05-06,1955.38,3075.0,3099.5,3066.5,3094.0,2639874
2011-05-09,1959.49,3086.5,3109.5,3064.5,3100.5,2852549
2011-05-10,1984.45,3107.0,3168.0,3106.0,3140.0,4071442
2011-05-11,1986.03,3144.0,3178.0,3133.0,3142.5,3864794
2011-05-12,2013.84,3146.5,3186.5,3131.5,3186.5,3831981
2011-05-13,2018.26,3183.0,3218.0,3183.0,3193.5,2203568
2011-05-16,2018.26,3177.5,3196.5,3167.5,3193.5,2120470
2011-05-17,1998.04,3179.0,3183.0,3150.5,3161.5,2877022
2011-05-18,2018.58,3179.5,3197.0,3168.0,3194.0,1818568
2011-05-19,2015.74,3194.0,3204.5,3184.0,3189.5,2389137
2011-05-20,2009.1,3199.0,3204.0,3171.0,3179.0,2185223
2011-05-23,1974.34,3145.0,3147.0,3121.0,3124.0,2899741
2011-05-24,1973.39,3120.0,3130.0,3103.0,3122.5,2637881
2011-05-25,1984.77,3111.0,3154.5,3098.5,3140.5,2851699
2011-05-26,1984.45,3145.5,3166.5,3137.0,3140.0,1912494
2011-05-27,1990.46,3155.5,3176.5,3146.5,3149.5,2379168
2011-05-31,2008.15,3157.0,3191.5,3157.0,3177.5,3790170
2011-06-01,2012.89,3172.0,3196.06,3172.0,3185.0,2917120
2011-06-02,1974.97,3150.0,3165.0,3125.0,3125.0,2117706
2011-06-03,1977.5,3120.0,3143.15,3103.5,3129.0,1834854
2011-06-06,1992.98,3110.0,3158.0,3090.0,3153.5,1993272
2011-06-07,2007.2,3149.5,3189.0,3140.0,3176.0,2907013
2011-06-08,1998.04,3185.0,3210.89,3160.5,3161.5,3366546
2011-06-09,2006.26,3154.0,3184.5,3151.0,3174.5,1820342
2011-06-10,1964.23,3163.5,3163.5,3092.5,3108.0,3253076
2011-06-13,1953.17,3095.5,3111.0,3085.0,3090.5,1701155
2011-06-14,1977.82,3096.5,3136.0,3092.5,3129.5,2325627
2011-06-15,1956.01,3118.0,3122.5,3090.5,3095.0,2944526
2011-06-16,1916.2,3079.5,3080.5,3016.0,3032.0,4729883
2011-06-17,1925.99,3045.5,3057.0,2998.0,3047.5,4288904
2011-06-20,1914.93,3031.0,3041.5,3014.5,3030.0,1964033
2011-06-21,1911.77,3048.5,3057.5,3023.0,3025.0,3717341
2011-06-22,1925.05,3019.5,3057.0,3011.0,3046.0,3343651
2011-06-23,1910.51,3053.0,3053.0,3019.5,3023.0,2517481
2011-06-24,1933.26,3047.5,3065.0,3024.5,3059.0,2219759
2011-06-27,1912.41,3028.0,3035.52,3010.5,3026.0,3598655
2011-06-28,1917.15,3041.5,3049.5,2995.12,3033.5,2803593
2011-06-29,1950.64,3050.5,3095.5,3050.5,3086.5,3013587
2011-06-30,1964.23,3100.0,3109.5,3072.0,3108.0,3216988
2011-07-01,1974.34,3118.0,3130.5,3086.0,3124.0,2308468
2011-07-04,1990.77,3130.5,3160.5,3124.5,3150.0,1737246
2011-07-05,2001.2,3160.0,3171.0,3148.5,3166.5,1970641
2011-07-06,1987.61,3158.0,3183.5,3134.5,3145.0,2047019
2011-07-07,1997.09,3155.0,3175.0,3136.0,3160.0,1926459
2011-07-08,1977.5,3165.0,3170.5,3121.5,3129.0,2012445
2011-07-11,1967.7,3128.5,3152.0,3094.5,3113.5,2113722
2011-07-12,1954.75,3090.0,3101.5,3061.5,3093.0,2796915
2011-07-13,1952.22,3093.5,3094.5,3070.0,3089.0,2062000
